2	1.5	0.009	0.06	2.5	0.60	4.5	14.0	3	0.03	0.009	448	22	25.0
2	1.0	0.015	0.12	3.1	0.71	4.5	11.0	3	0.03	0.015	471	36	16.0
2	1.7	0.013	0.08	2.6	0.74	4.0	9.5	3	0.03	0.013	366	25	16.5
2	1.3	0.013	0.10	3.5	0.46	0.5	12.5	3	0.03	0.013	395	22	16.5
2	0.9	0.012	0.08	3.3	0.41	3.0	13.5	3	0.03	0.007	485	22	18.0
2	1.3	0.012	0.05	2.7	0.70	3.5	13.0	3	0.03	0.005	372	30	22.0
2	1.0	0.013	0.05	2.8	0.72	2.5	14.5	3	0.03	0.005	378	35	22.0
2	1.8	0.013	0.05	2.6	0.48	5.0	13.5	3	0.03	0.012	319	45	21.0
2	1.7	0.014	0.08	2.7	0.38	2.5	15.0	3	0.03	0.015	326	27	22.5
2	1.7	0.011	0.10	2.6	0.55	3.5	13.0	3	0.03	0.010	400	20	21.0
2	1.0	0.012	0.06	2.5	0.35	4.5	8.5	3	0.03	0.006	360	46	15.5
2	1.6	0.011	0.10	2.5	0.71	0.5	8.0	3	0.03	0.015	499	42	16.0
2	1.8	0.015	0.05	3.0	0.46	1.5	13.5	3	0.03	0.006	435	43	21.5
2	1.7	0.015	0.13	2.6	0.50	0.5	13.5	3	0.03	0.007	476	46	20.0
2	1.0	0.012	0.09	2.5	0.63	3.0	14.0	3	0.03	0.015	356	25	16.5
2	1.5	0.013	0.08	2.7	0.36	0.5	8.5	3	0.03	0.015	484	45	16.5
2	1.8	0.010	0.05	2.8	0.38	4.5	10.0	3	0.03	0.011	414	31	21.0
2	1.0	0.013	0.07	2.8	0.64	0.5	11.5	3	0.03	0.008	479	24	19.5
2	1.0	0.014	0.08	2.7	0.50	6.0	12.0	3	0.03	0.014	329	24	15.5
2	1.2	0.015	0.15	3.0	0.50	5.5	11.0	3	0.03	0.006	440	22	17.0
2	1.2	0.015	0.05	2.5	0.52	1.0	13.5	3	0.03	0.007	321	23	21.5
2	1.7	0.012	0.09	2.7	0.44	0.0	13.5	3	0.03	0.014	336	32	17.0
2	1.3	0.012	0.10	2.7	0.55	2.5	12.5	3	0.03	0.005	459	21	20.5
2	1.8	0.015	0.15	2.5	0.69	2.0	6.0	3	0.03	0.012	419	21	15.0
2	0.9	0.014	0.14	2.6	0.42	2.0	14.0	3	0.03	0.007	392	23	17.0
2	1.2	0.014	0.08	2.5	0.69	4.0	8.0	3	0.03	0.005	362	48	15.5
2	1.7	0.012	0.05	2.7	0.43	5.5	12.5	3	0.03	0.007	417	39	21.5
2	1.6	0.012	0.05	3.4	0.75	6.0	11.5	3	0.03	0.015	440	35	18.5
2	1.6	0.011	0.08	2.6	0.70	2.5	14.5	3	0.03	0.013	447	44	22.5
2	1.6	0.014	0.13	3.5	0.68	1.0	12.5	3	0.03	0.014	374	23	16.0
2	1.4	0.013	0.09	3.1	0.72	3.0	9.0	3	0.03	0.007	451	41	16.5
2	1.2	0.013	0.05	2.9	0.67	6.0	8.5	3	0.03	0.009	380	49	16.0
2	1.1	0.015	0.15	2.7	0.71	0.0	12.0	3	0.03	0.010	458	24	23.5
2	1.7	0.010	0.05	2.6	0.63	5.5	13.0	3	0.03	0.010	369	42	19.0
2	1.5	0.009	0.07	2.7	0.73	0.0	13.5	3	0.03	0.008	461	21	15.0
2	1.2	0.012	0.07	2.8	0.63	1.0	14.0	3	0.03	0.008	403	31	18.0
2	1.7	0.015	0.12	2.7	0.72	2.5	7.5	3	0.03	0.014	476	28	21.5
2	1.0	0.015	0.06	3.4	0.52	4.0	15.0	3	0.03	0.014	354	25	16.5
2	1.1	0.009	0.08	2.6	0.39	5.0	14.5	3	0.03	0.005	364	23	17.0
2	1.0	0.014	0.05	3.2	0.50	2.0	13.0	3	0.03	0.014	384	31	19.0
2	1.6	0.014	0.06	2.6	0.52	2.0	14.0	3	0.03	0.014	387	37	19.0
2	1.7	0.013	0.10	3.5	0.70	2.0	12.5	3	0.03	0.009	488	39	18.0
2	0.9	0.011	0.10	2.6	0.45	0.0	12.5	3	0.03	0.012	387	29	16.0
2	1.4	0.013	0.15	2.5	0.52	4.0	14.0	3	0.03	0.011	428	28	21.5
2	1.7	0.012	0.05	3.2	0.47	4.5	6.5	3	0.03	0.015	487	28	17.0
2	1.3	0.015	0.15	2.6	0.75	0.0	12.5	3	0.03	0.013	438	20	25.5
2	1.4	0.015	0.05	2.5	0.43	3.5	12.0	3	0.03	0.007	484	38	30.5
2	1.4	0.015	0.06	2.9	0.65	1.0	13.5	3	0.03	0.007	338	36	28.5
2	1.8	0.014	0.05	3.0	0.53	0.5	4.0	3	0.03	0.014	430	47	17.5
2	1.8	0.012	0.11	2.7	0.65	4.5	14.5	3	0.03	0.015	332	23	18.5
2	1.8	0.014	0.09	2.5	0.37	3.0	9.5	3	0.03	0.015	405	42	20.0
2	1.7	0.014	0.05	2.6	0.46	3.0	6.0	3	0.03	0.014	489	29	21.0
2	0.9	0.015	0.09	3.0	0.40	4.0	14.0	3	0.03	0.009	397	35	17.0
2	1.4	0.015	0.05	2.9	0.47	0.5	4.5	3	0.03	0.006	500	33	15.0
2	1.1	0.010	0.06	3.0	0.70	2.5	14.0	3	0.03	0.005	353	25	15.0
2	1.7	0.011	0.06	2.6	0.70	1.5	11.0	3	0.03	0.015	462	24	29.5
2	1.1	0.009	0.10	2.6	0.57	5.0	12.0	3	0.03	0.011	458	22	16.0
2	1.1	0.014	0.10	2.6	0.69	0.0	9.5	3	0.03	0.009	472	42	18.0
2	1.0	0.014	0.11	2.5	0.35	0.0	14.0	3	0.03	0.008	387	44	16.5
2	1.0	0.014	0.12	2.6	0.46	3.0	11.0	3	0.03	0.013	385	31	17.5
2	0.9	0.015	0.08	2.5	0.69	2.0	11.5	3	0.03	0.014	398	40	20.0
2	1.6	0.008	0.06	3.3	0.73	3.5	11.0	3	0.03	0.009	491	22	15.5
2	1.7	0.013	0.08	2.8	0.40	1.5	10.0	3	0.03	0.010	403	36	18.5
2	1.4	0.015	0.05	2.9	0.36	0.0	4.5	3	0.03	0.006	459	26	19.5
2	1.4	0.014	0.08	3.4	0.55	4.5	12.5	3	0.03	0.007	468	31	17.5
2	1.6	0.009	0.05	3.1	0.70	1.0	13.0	3	0.03	0.012	457	41	15.5
2	1.3	0.014	0.15	2.6	0.48	2.0	14.0	3	0.03	0.007	417	32	19.5
2	1.0	0.015	0.14	3.3	0.54	0.0	15.0	3	0.03	0.009	391	27	21.0
2	1.6	0.012	0.07	2.9	0.53	3.5	12.5	3	0.03	0.007	395	29	16.5
2	1.4	0.009	0.08	2.8	0.65	3.0	12.5	3	0.03	0.010	468	50	16.5
2	1.4	0.014	0.05	2.6	0.75	0.0	14.5	3	0.03	0.010	388	30	19.5
2	1.6	0.014	0.14	2.6	0.69	4.0	14.5	3	0.03	0.008	477	34	23.0
2	1.8	0.015	0.06	3.1	0.69	1.5	14.5	3	0.03	0.011	415	41	20.0
2	1.7	0.013	0.06	3.4	0.64	1.0	10.0	3	0.03	0.013	435	35	17.0
2	1.7	0.013	0.06	3.0	0.35	1.0	14.0	3	0.03	0.011	411	46	15.5
2	1.4	0.015	0.08	3.3	0.64	0.0	5.5	3	0.03	0.006	422	37	11.5
2	1.1	0.012	0.12	3.0	0.70	0.0	13.0	3	0.03	0.007	396	22	11.0
2	1.6	0.015	0.05	3.1	0.57	0.0	4.5	3	0.03	0.011	409	35	16.5
2	1.8	0.009	0.09	3.4	0.60	4.0	12.0	3	0.03	0.005	474	23	17.0
2	1.4	0.014	0.09	2.5	0.61	0.5	12.5	3	0.03	0.007	371	35	19.5
2	1.4	0.012	0.06	3.5	0.51	2.0	14.0	3	0.03	0.015	353	38	17.0
3	1.4	0.015	0.08	2.5	0.62	1.0	9.5	4	0.03	0.012	461	28	13.0
2	0.9	0.015	0.06	2.8	0.70	2.0	14.5	3	0.03	0.006	318	22	14.0
2	0.9	0.012	0.09	2.8	0.51	2.5	14.0	3	0.03	0.014	422	22	15.0
2	1.0	0.008	0.05	3.1	0.75	0.0	11.0	3	0.03	0.015	453	26	17.0
2	1.6	0.014	0.07	2.6	0.75	2.0	5.0	3	0.03	0.010	472	35	18.5
2	1.4	0.008	0.13	2.8	0.67	1.0	13.0	3	0.03	0.005	393	20	12.0
2	1.3	0.014	0.07	2.5	0.65	4.0	9.5	3	0.03	0.006	351	47	18.5
2	1.3	0.015	0.11	2.8	0.50	5.0	10.0	3	0.03	0.005	463	34	20.0
2	0.9	0.009	0.05	2.5	0.37	3.5	13.5	3	0.03	0.013	380	32	14.5
2	1.4	0.009	0.06	2.9	0.39	0.5	4.5	3	0.03	0.014	418	22	11.0
2	1.4	0.013	0.08	3.0	0.54	0.0	6.5	3	0.03	0.013	456	50	13.5
2	1.5	0.013	0.13	3.0	0.73	1.5	14.5	3	0.03	0.007	328	25	14.5
2	1.1	0.013	0.08	2.6	0.70	0.0	7.5	3	0.03	0.015	312	22	13.0
2	1.3	0.008	0.07	3.5	0.43	5.0	12.0	3	0.03	0.007	468	20	15.0
2	1.3	0.015	0.05	3.0	0.72	5.0	10.5	3	0.03	0.014	479	34	22.0
2	1.7	0.009	0.09	2.6	0.67	2.0	14.5	3	0.03	0.005	426	29	15.5
2	1.2	0.014	0.05	2.5	0.52	0.0	13.0	3	0.03	0.008	409	48	15.5
2	1.3	0.012	0.07	3.2	0.49	0.0	7.5	3	0.03	0.007	481	21	10.0
2	1.8	0.012	0.07	3.5	0.74	1.0	5.0	3	0.03	0.013	483	35	13.5
2	1.7	0.010	0.12	2.7	0.40	0.0	13.5	3	0.03	0.008	474	31	18.0
2	1.4	0.009	0.05	2.8	0.64	2.0	14.5	3	0.03	0.011	451	49	18.5
2	1.5	0.013	0.11	2.6	0.73	2.0	13.0	3	0.03	0.011	336	21	17.5
2	1.3	0.014	0.08	2.8	0.50	1.5	12.0	3	0.03	0.015	482	40	16.0
2	1.1	0.010	0.08	2.5	0.70	1.5	13.0	3	0.03	0.005	416	27	21.0
2	1.8	0.014	0.08	3.5	0.59	3.5	12.5	3	0.03	0.011	423	36	19.0
2	1.4	0.015	0.07	3.1	0.55	1.0	11.5	3	0.03	0.011	360	36	16.5
2	1.5	0.011	0.05	3.1	0.67	4.0	10.0	3	0.03	0.012	426	47	16.5
2	1.4	0.011	0.06	3.1	0.36	0.0	11.5	3	0.03	0.009	489	28	20.0
2	1.0	0.014	0.15	2.9	0.56	2.5	15.0	3	0.03	0.015	347	36	12.5
2	1.0	0.013	0.10	2.6	0.63	1.0	12.5	3	0.03	0.015	338	29	16.0
2	1.3	0.008	0.07	2.7	0.68	6.0	13.5	3	0.03	0.011	483	20	18.5
2	1.3	0.013	0.06	2.9	0.36	5.0	14.0	3	0.03	0.014	372	21	22.0
2	0.9	0.013	0.13	3.5	0.38	0.5	11.0	3	0.03	0.010	480	40	13.0
2	1.6	0.012	0.11	2.8	0.71	3.0	13.0	3	0.03	0.013	349	30	16.0
2	1.3	0.010	0.11	2.9	0.64	0.0	8.5	3	0.03	0.013	405	30	11.0
2	1.7	0.015	0.05	2.7	0.52	4.0	4.5	3	0.03	0.010	484	42	21.5
2	1.3	0.013	0.09	2.6	0.40	3.0	12.0	3	0.03	0.015	390	43	17.5
2	1.1	0.010	0.09	2.6	0.60	2.5	10.0	3	0.03	0.015	376	41	13.0
2	1.1	0.013	0.13	3.0	0.36	0.0	11.5	3	0.03	0.013	446	47	15.0
2	1.0	0.013	0.06	2.6	0.58	0.5	3.5	3	0.03	0.008	477	47	10.5
2	1.5	0.015	0.05	3.5	0.49	0.0	14.5	3	0.03	0.005	343	28	17.5
2	1.5	0.012	0.06	3.1	0.39	5.5	14.0	3	0.03	0.014	334	30	19.0
2	1.8	0.014	0.06	3.5	0.70	1.5	12.0	3	0.03	0.009	382	37	19.5
2	1.7	0.015	0.05	3.3	0.72	5.0	9.0	3	0.03	0.009	482	42	20.5
2	1.6	0.010	0.07	2.5	0.73	4.0	15.0	3	0.03	0.015	375	30	19.5
3	1.2	0.009	0.05	3.0	0.60	0.0	12.0	4	0.03	0.009	497	37	11.0
2	1.3	0.012	0.05	3.3	0.47	0.5	14.0	3	0.03	0.006	334	25	16.5
2	1.7	0.013	0.08	3.2	0.45	0.5	15.0	3	0.03	0.015	345	33	13.0
2	1.7	0.014	0.11	3.0	0.66	1.0	3.5	3	0.03	0.014	455	22	13.5
2	1.3	0.014	0.07	2.8	0.41	4.0	8.5	3	0.03	0.007	400	21	16.5
2	0.9	0.015	0.11	3.1	0.68	3.0	11.5	3	0.03	0.009	397	23	15.5
2	1.0	0.013	0.15	3.5	0.60	2.0	13.5	3	0.03	0.009	412	23	14.0
2	1.1	0.012	0.08	2.6	0.40	3.5	15.0	3	0.03	0.011	359	22	18.0
2	1.0	0.011	0.08	2.7	0.55	0.0	9.5	3	0.03	0.007	424	39	12.5
2	1.6	0.010	0.06	2.6	0.59	6.0	7.5	3	0.03	0.008	497	26	20.0
2	1.5	0.014	0.09	2.8	0.75	4.5	12.0	3	0.03	0.008	414	39	17.0
2	1.3	0.012	0.08	3.3	0.52	1.0	8.5	3	0.03	0.014	461	36	15.0
2	1.5	0.008	0.09	3.0	0.66	0.0	10.5	3	0.03	0.012	479	34	13.5
2	1.6	0.012	0.07	2.7	0.37	3.5	10.5	3	0.03	0.006	306	25	15.5
2	1.2	0.012	0.12	2.7	0.50	0.0	15.0	3	0.03	0.010	397	46	14.5
2	1.2	0.015	0.08	2.9	0.63	0.5	11.0	3	0.03	0.011	320	24	16.0
2	1.5	0.013	0.11	3.5	0.49	0.5	13.5	3	0.03	0.005	478	37	17.0
2	1.4	0.014	0.07	3.5	0.73	4.0	8.5	3	0.03	0.007	472	32	14.5
2	1.3	0.007	0.06	2.7	0.45	2.0	12.5	3	0.03	0.011	486	35	13.0
2	0.9	0.015	0.13	3.4	0.62	0.5	8.5	3	0.03	0.005	453	25	13.0
2	1.0	0.011	0.05	3.0	0.64	6.0	12.0	3	0.03	0.012	497	33	19.0
2	1.6	0.014	0.13	2.9	0.45	1.0	10.5	3	0.03	0.011	407	21	16.0
2	1.7	0.011	0.10	2.6	0.52	0.5	12.0	3	0.03	0.006	470	30	15.0
2	1.2	0.011	0.06	3.2	0.68	2.5	13.0	3	0.03	0.012	500	30	14.0
2	1.4	0.015	0.10	2.5	0.68	3.5	9.0	3	0.03	0.008	356	29	15.0
2	1.5	0.014	0.12	2.6	0.53	1.0	12.5	3	0.03	0.007	394	28	19.0
2	1.4	0.013	0.07	2.5	0.48	4.0	5.5	3	0.03	0.011	482	25	21.5
2	1.2	0.012	0.11	3.4	0.46	0.5	11.0	3	0.03	0.013	362	30	11.0
2	1.6	0.012	0.05	3.1	0.68	4.5	13.5	3	0.03	0.013	425	45	20.5
2	1.8	0.015	0.10	2.8	0.52	1.5	9.5	3	0.03	0.015	360	20	14.5
2	1.3	0.013	0.06	3.0	0.59	3.0	10.5	3	0.03	0.008	489	34	20.0
2	1.2	0.010	0.05	2.7	0.47	1.5	10.0	3	0.03	0.015	412	25	12.0
2	1.4	0.014	0.10	2.5	0.67	0.0	12.5	3	0.03	0.008	372	35	12.5
2	1.7	0.015	0.10	2.9	0.64	2.0	14.5	3	0.03	0.005	415	42	16.0
2	1.1	0.011	0.09	2.6	0.55	3.5	14.5	3	0.03	0.005	388	28	18.0
2	1.0	0.010	0.10	2.9	0.49	4.0	11.0	3	0.03	0.009	465	20	12.5
2	1.4	0.012	0.06	3.0	0.64	1.0	12.0	3	0.03	0.005	356	34	10.0
2	1.4	0.010	0.06	3.0	0.66	2.0	14.0	3	0.03	0.014	388	24	16.0
2	1.7	0.012	0.08	2.9	0.40	2.5	11.0	3	0.03	0.007	397	30	17.5
2	1.4	0.015	0.06	2.9	0.54	3.5	11.0	3	0.03	0.011	426	44	19.0
2	1.3	0.014	0.08	2.6	0.59	0.5	13.0	3	0.03	0.005	451	28	18.0
2	1.5	0.010	0.05	2.8	0.63	5.0	10.0	3	0.03	0.015	458	35	16.0
2	1.0	0.012	0.05	2.6	0.44	2.0	12.5	3	0.03	0.014	378	30	17.0
2	1.7	0.011	0.05	2.6	0.55	3.5	13.0	3	0.03	0.008	349	37	19.0
2	1.1	0.013	0.08	2.5	0.58	3.0	15.0	3	0.03	0.006	398	33	17.0
2	1.7	0.014	0.05	2.7	0.75	1.0	13.0	3	0.03	0.009	362	30	20.0
2	0.9	0.010	0.06	2.6	0.36	4.0	10.5	3	0.03	0.014	444	30	16.0
2	1.1	0.010	0.07	3.0	0.44	0.5	13.5	3	0.03	0.005	456	24	17.5
2	1.5	0.011	0.08	2.6	0.53	3.0	13.0	3	0.03	0.008	431	33	15.5
2	1.4	0.013	0.05	2.6	0.68	2.0	11.5	3	0.03	0.010	395	29	12.5
2	1.6	0.010	0.08	2.5	0.42	0.0	12.0	3	0.03	0.005	448	35	18.0
2	1.4	0.014	0.07	2.5	0.58	2.0	10.5	3	0.03	0.011	384	27	13.5
2	1.4	0.014	0.08	2.9	0.52	2.0	12.5	3	0.03	0.014	329	29	14.0
2	1.8	0.011	0.05	2.5	0.40	0.0	13.5	3	0.03	0.014	422	31	18.0
2	1.5	0.011	0.07	2.9	0.72	3.5	15.0	3	0.03	0.010	438	41	16.0
2	0.9	0.010	0.05	2.6	0.64	4.0	10.0	3	0.03	0.010	461	28	18.0
2	1.6	0.014	0.06	3.0	0.64	0.0	10.0	3	0.03	0.014	498	27	17.0
2	1.1	0.011	0.08	2.7	0.68	5.0	11.5	3	0.03	0.008	432	22	17.0
2	1.7	0.012	0.06	2.6	0.49	0.5	14.0	3	0.03	0.005	388	41	19.0
2	1.2	0.013	0.09	3.0	0.44	2.5	12.0	3	0.03	0.015	438	32	19.0
2	1.0	0.011	0.07	2.5	0.73	2.5	12.5	3	0.03	0.009	419	31	10.5
2	1.1	0.010	0.10	2.8	0.65	1.0	12.5	3	0.03	0.008	468	22	12.5
2	1.0	0.015	0.08	2.7	0.39	2.5	13.5	3	0.03	0.015	333	39	17.5
2	0.9	0.013	0.08	2.5	0.64	1.0	14.0	3	0.03	0.009	434	29	16.5
2	1.0	0.012	0.05	2.7	0.52	1.0	11.5	3	0.03	0.012	439	39	16.0
2	1.0	0.013	0.06	3.0	0.64	0.0	13.0	3	0.03	0.009	367	25	15.0
2	1.2	0.011	0.07	3.0	0.41	0.5	11.0	3	0.03	0.015	424	21	12.5
2	1.1	0.014	0.06	2.7	0.61	2.5	11.0	3	0.03	0.011	404	29	17.0
2	1.6	0.010	0.05	2.8	0.51	2.5	12.5	3	0.03	0.009	478	39	19.0
2	1.4	0.013	0.07	2.9	0.65	0.5	10.5	3	0.03	0.012	452	33	14.5
2	1.5	0.014	0.08	3.0	0.48	2.5	11.0	3	0.03	0.012	367	26	14.0
2	1.4	0.013	0.10	2.7	0.38	1.5	10.5	3	0.03	0.011	344	29	15.0
2	1.8	0.011	0.09	2.7	0.53	2.5	13.5	3	0.03	0.008	385	32	15.0
2	1.1	0.011	0.06	2.5	0.66	5.0	12.5	3	0.03	0.011	335	28	17.0
2	1.4	0.010	0.07	2.6	0.52	1.5	10.5	3	0.03	0.012	446	24	16.5
2	1.0	0.014	0.05	2.9	0.51	2.0	14.0	3	0.03	0.015	495	34	19.5
2	1.3	0.010	0.05	2.6	0.54	1.0	12.5	3	0.03	0.009	464	38	12.0
2	1.5	0.010	0.10	2.6	0.54	2.0	11.5	3	0.03	0.008	435	32	14.5
2	1.1	0.012	0.05	3.0	0.68	2.5	10.5	3	0.03	0.008	353	31	15.0
2	1.1	0.014	0.10	2.7	0.61	1.5	10.0	3	0.03	0.005	466	26	17.0
2	1.0	0.014	0.06	2.5	0.66	3.5	12.5	3	0.03	0.014	374	35	19.5
2	1.7	0.010	0.06	2.9	0.39	1.5	14.0	3	0.03	0.015	365	26	18.0
2	1.6	0.010	0.08	2.7	0.67	4.5	13.5	3	0.03	0.013	391	39	15.5
2	1.3	0.010	0.10	3.0	0.73	1.5	12.5	3	0.03	0.014	383	24	14.5
2	1.1	0.015	0.06	3.0	0.62	5.0	10.5	3	0.03	0.008	453	43	16.0
2	1.6	0.012	0.05	2.7	0.43	2.0	10.5	3	0.03	0.008	395	43	19.0
2	1.0	0.013	0.07	2.5	0.63	1.0	13.5	3	0.03	0.009	374	25	13.5
2	1.1	0.015	0.10	2.5	0.57	5.0	13.5	3	0.03	0.013	335	40	14.0
2	0.9	0.011	0.05	2.6	0.68	4.0	12.0	3	0.03	0.009	364	24	15.0
2	1.0	0.010	0.07	2.7	0.47	2.5	10.0	3	0.03	0.008	326	36	10.5
2	1.7	0.013	0.08	3.0	0.58	1.5	10.5	3	0.03	0.015	437	34	16.0
2	1.8	0.011	0.06	2.7	0.52	4.5	10.0	3	0.03	0.015	393	41	19.5
2	0.9	0.012	0.05	2.9	0.35	3.5	12.5	3	0.03	0.011	360	41	15.0
2	0.9	0.011	0.09	3.0	0.64	0.5	15.0	3	0.03	0.010	484	28	18.0
2	1.6	0.011	0.07	2.6	0.41	2.0	14.0	3	0.03	0.015	372	28	17.0
2	1.4	0.010	0.07	2.9	0.53	3.5	15.0	3	0.03	0.011	332	31	14.0
2	1.4	0.014	0.08	2.8	0.71	1.0	14.5	3	0.03	0.011	428	34	19.0
2	1.2	0.010	0.06	2.7	0.74	0.5	14.0	3	0.03	0.015	430	25	14.5
2	0.9	0.013	0.09	3.0	0.66	4.0	14.0	3	0.03	0.013	340	23	13.5
2	0.9	0.014	0.08	2.8	0.37	2.0	13.5	3	0.03	0.015	384	31	17.5
2	1.5	0.011	0.06	3.0	0.62	0.0	13.0	3	0.03	0.007	332	34	13.5
2	1.0	0.010	0.06	2.6	0.64	3.0	11.0	3	0.03	0.009	459	40	15.0
2	1.6	0.015	0.10	2.9	0.60	4.0	13.5	3	0.03	0.015	322	23	15.5
2	1.2	0.012	0.06	2.5	0.37	1.0	15.0	3	0.03	0.006	402	26	16.0
2	1.1	0.010	0.08	2.5	0.40	2.5	15.0	3	0.03	0.011	409	29	19.0
2	1.1	0.014	0.10	2.8	0.37	2.5	13.0	3	0.03	0.009	451	35	17.5
2	0.9	0.012	0.09	2.7	0.54	5.0	11.0	3	0.03	0.014	438	44	14.0
2	1.8	0.015	0.05	2.5	0.56	1.5	11.5	3	0.03	0.005	333	42	18.0
2	1.2	0.010	0.07	2.6	0.62	4.0	15.0	3	0.03	0.013	411	23	17.5
2	0.9	0.010	0.05	2.7	0.47	3.5	14.5	3	0.03	0.010	342	33	11.5
2	1.1	0.010	0.07	2.9	0.64	3.5	13.0	3	0.03	0.007	459	31	12.5
2	1.2	0.015	0.06	3.0	0.68	4.0	12.0	3	0.03	0.008	424	28	17.0
2	1.5	0.013	0.06	2.7	0.44	2.0	14.5	3	0.03	0.011	332	29	19.5
2	1.2	0.015	0.06	2.8	0.64	4.0	15.0	3	0.03	0.013	387	38	18.0
2	1.6	0.011	0.07	2.9	0.64	3.0	11.0	3	0.03	0.012	357	41	15.0
2	1.5	0.015	0.06	3.0	0.50	5.0	12.5	3	0.03	0.013	364	32	19.5
2	1.0	0.010	0.09	2.9	0.59	2.0	12.0	3	0.03	0.005	433	26	12.0
2	1.0	0.014	0.07	3.0	0.40	0.5	15.0	3	0.03	0.009	380	25	14.0
2	0.9	0.014	0.08	2.7	0.43	0.0	12.0	3	0.03	0.014	382	33	12.5
2	1.1	0.013	0.05	2.9	0.42	1.0	10.5	3	0.03	0.005	369	45	13.0
2	1.4	0.013	0.06	2.9	0.40	3.5	15.0	3	0.03	0.012	396	38	19.5
2	1.8	0.011	0.07	2.8	0.57	3.0	10.5	3	0.03	0.013	444	40	18.0
2	1.4	0.012	0.07	2.9	0.36	1.0	14.0	3	0.03	0.007	327	29	15.5
2	1.1	0.011	0.06	2.6	0.74	2.0	14.0	3	0.03	0.005	472	40	13.5
2	0.9	0.015	0.08	2.5	0.73	3.5	13.0	3	0.03	0.007	333	44	18.0
2	1.5	0.010	0.08	2.5	0.60	0.5	14.0	3	0.03	0.015	435	23	18.0
2	1.7	0.010	0.07	2.8	0.49	4.0	14.0	3	0.03	0.010	355	35	15.5
2	1.2	0.010	0.08	3.0	0.72	0.5	13.0	3	0.03	0.014	376	30	11.0
2	0.9	0.014	0.09	2.7	0.75	1.0	13.0	3	0.03	0.007	421	27	11.0
2	1.4	0.014	0.09	2.7	0.52	1.5	12.5	3	0.03	0.012	344	36	17.0
2	1.3	0.010	0.08	2.9	0.44	0.0	11.0	3	0.03	0.005	442	42	10.0
2	1.6	0.015	0.07	2.5	0.64	1.0	10.0	3	0.03	0.013	469	32	15.5
2	1.4	0.013	0.06	2.6	0.63	3.0	10.0	3	0.03	0.012	430	34	18.0
2	1.5	0.014	0.05	2.7	0.73	1.0	10.5	3	0.03	0.010	327	24	18.0
